comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
170,561,TED@Bangalore,1337472000,25,Arunachalam Muruganantham,Arunachalam Muruganantham: How I started a sanitary napkin revolution!,1,1352824689,Inventor,How I started a sanitary napkin revolution!,1115222
197,292,TED@New York,1339027200,38,Hannah Brencher,Hannah Brencher: Love letters to strangers,1,1352908918,Letter enthusiast,Love letters to strangers,1909462
82,393,TEDYouth 2011,1321660800,35,Leah Buechley,"Leah Buechley: How to ""sketch"" with electronics",1,1352995235,Designer,"How to ""sketch"" with electronics",766305
41,546,TEDGlobal 2012,1340668800,27,David Binder,David Binder: The arts festival revolution,1,1353081633,Theater producer,The arts festival revolution,674288
309,1077,TEDxCHUV,1340323200,28,Daphne Bavelier,Daphne Bavelier: Your brain on video games,1,1353341964,Cognitive researcher,Your brain on video games,4682458
136,674,TEDxBoston 2012,1340323200,26,Amos Winter,Amos Winter: The cheap all-terrain wheelchair,1,1353427357,Mechanical engineer,The cheap all-terrain wheelchair,1004016
87,302,TED@New York,1339027200,33,Sleepy Man Banjo Boys,Sleepy Man Banjo Boys: Teen wonders play bluegrass,1,1353514178,Bluegrass musicians,Teen wonders play bluegrass,1798001
667,587,TEDxSF,1307750400,38,Louie Schwartzberg,Louie Schwartzberg: Nature. Beauty. Gratitude.,1,1353592800,Filmmaker,Nature. Beauty. Gratitude.,3658158
782,380,TEDGlobal 2012,1343001600,44,Candy Chang,Candy Chang: Before I die I want to ...,1,1353675600,"Artist, designer, urban planner",Before I die I want to ...,4922118
329,1029,TEDxEQChCh,1346457600,35,Ernesto Sirolli,Ernesto Sirolli: Want to help someone? Shut up and listen!,1,1353946523,Sustainable development expert,Want to help someone? Shut up and listen!,2829484
221,507,TEDxHelvetia,1347494400,33,Jonas Eliasson,Jonas Eliasson: How to solve traffic jams,1,1354031983,Transportation specialist,How to solve traffic jams,1194938
342,1137,TEDxKC,1349049600,31,Janine Shepherd,Janine Shepherd: A broken body isn't a broken person,1,1354118446,Pilot,A broken body isn't a broken person,1367089
74,401,TED@Nairobi,1336176000,33,Munir Virani,Munir Virani: Why I love vultures,1,1354204935,"Raptor biologist, wildlife photographer",Why I love vultures,926948
183,172,TEDGlobal 2012,1340755200,48,Paolo Cardini,"Paolo Cardini: Forget multitasking, try monotasking",1,1354291786,Designer,"Forget multitasking, try monotasking",2324212
238,991,TEDxGeorgetown,1348876800,23,Bobby Ghosh,Bobby Ghosh: Why global jihad is losing,1,1354552084,Editor,Why global jihad is losing,660569
129,313,TED@Johannesburg,1336003200,34,Ludwick Marishane,Ludwick Marishane: A bath without water,1,1354637235,Entrepreneur,A bath without water,1594495
102,300,TED@New York,1339027200,32,Jeff Smith,Jeff Smith: Lessons in business ... from prison,1,1354723200,Recovering politician,Lessons in business ... from prison,1233545
145,379,TEDGlobal 2012,1340668800,31,Nina Tandon,Nina Tandon: Could tissue engineering mean personalized medicine?,1,1354810027,Tissue engineering researcher,Could tissue engineering mean personalized medicine?,1063880
84,535,TEDYouth 2011,1321660800,23,Lemon Andersen,Lemon Andersen: Please don't take my Air Jordans,1,1354896173,Poet and actor,Please don't take my Air Jordans,1120276
94,676,TEDxZurich 2012,1351123200,24,Ellen 't Hoen,"Ellen 't Hoen: Pool medical patents, save lives",1,1355156304,Medicine law expert,"Pool medical patents, save lives",389194
107,809,TEDSalon London Fall 2012,1352246400,25,Markham Nolan,Markham Nolan: How to separate fact and fiction online,1,1355241610,Journalist,How to separate fact and fiction online,1229150
200,431,TEDxSummit,1335052800,30,Maz Jobrani,"Maz Jobrani: A Saudi, an Indian and an Iranian walk into a Qatari bar ...",1,1355328687,Comedian,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",8105311
72,1028,TEDxWitsUniversity,1345680000,23,Marcus Byrne,Marcus Byrne: The dance of the dung beetle,1,1355414450,Entomologist,The dance of the dung beetle,1003863
112,637,TEDSalon London Fall 2012,1352246400,33,Ben Saunders,Ben Saunders: Why bother leaving the house?,1,1355500841,Arctic explorer,Why bother leaving the house?,1778739
82,744,TEDGlobal 2012,1342224000,24,Robin Chase,"Robin Chase: Excuse me, may I rent your car?",1,1355760058,Transport networker,"Excuse me, may I rent your car?",917877
183,678,TEDSalon London Fall 2012,1352246400,28,Molly Crockett,Molly Crockett: Beware neuro-bunk,1,1355847154,Neuroscientist,Beware neuro-bunk,1200277
75,218,TED2012,1330473600,45,Steven Addis,"Steven Addis: A father-daughter bond, one photo at a time",1,1355914800,Brand strategist,"A father-daughter bond, one photo at a time",1405909
215,1188,TEDSalon NY2012,1355702400,20,Adam Davidson,Adam Davidson: What we learned from teetering on the fiscal cliff,1,1356019744,Journalist,What we learned from teetering on the fiscal cliff,783528
810,897,TEDxJaffa 2012,1346889600,33,Ronny Edry,Ronny Edry: Israel and Iran: A love story?,1,1356106082,Graphic Designer,Israel and Iran: A love story?,2033797
200,690,TEDGlobal 2012,1340841600,30,Karen Thompson Walker,Karen Thompson Walker: What fear can teach us,1,1357143205,Novelist,What fear can teach us,1951290
311,837,TEDSalon London Fall 2012,1352246400,26,Hadyn Parry,Hadyn Parry: Re-engineering mosquitos to fight disease,1,1357229064,Biotechnology entrepreneur,Re-engineering mosquitos to fight disease,943968
56,414,TED2012,1330387200,28,Don Levy,Don Levy: A cinematic journey through visual effects,1,1357315336,Film executive,A cinematic journey through visual effects,724773
226,1201,TEDSalon NY2012,1355875200,23,Jonathan Haidt,Jonathan Haidt: How common threats can make common (political) ground,1,1357574832,Social psychologist,How common threats can make common (political) ground,606994
197,578,TEDxWomen 2012,1354320000,31,Sue Austin,Sue Austin: Deep sea diving ... in a wheelchair,1,1357660761,Performance artist,Deep sea diving ... in a wheelchair,2052286
134,1128,TEDxHampshireCollege,1350000000,26,Jarrett J. Krosoczka,Jarrett J. Krosoczka: How a boy became an artist,1,1357747468,Author/illustrator,How a boy became an artist,879676
54,670,TEDxGoodenoughCollege,1336176000,26,Boghuma Kabisen Titanji,Boghuma Kabisen Titanji: Ethical riddles in HIV research,1,1357833607,Clinical researcher,Ethical riddles in HIV research,478878
366,564,TEDSalon London Fall 2012,1353024000,39,Andy Puddicombe,Andy Puddicombe: All it takes is 10 mindful minutes,1,1357919915,Mindfulness expert,All it takes is 10 mindful minutes,8033595
127,528,TEDxWomen 2012,1354233600,33,Angela Patton,Angela Patton: A father-daughter dance ... in prison,1,1358179151,Activist,A father-daughter dance ... in prison,815594
169,608,TEDGlobal 2012,1340323200,26,Ellen Jorgensen,"Ellen Jorgensen: Biohacking -- you can do it, too",1,1358265675,"Biologist, community science advocate","Biohacking -- you can do it, too",1164723
846,577,TEDxMidAtlantic,1351296000,43,Cameron Russell,"Cameron Russell: Looks aren't everything. Believe me, I'm a model.",1,1358352354,Model,"Looks aren't everything. Believe me, I'm a model.",19787465
93,779,TEDxGlasgow,1330819200,25,Richard Weller,Richard Weller: Could the sun be good for your heart?,1,1358439521,Dermatologist,Could the sun be good for your heart?,1042284
659,773,TEDxBeaconStreet,1353110400,37,Colin Stokes,Colin Stokes: How movies teach manhood,1,1358524874,Proud dad,How movies teach manhood,4146987
120,713,TEDxWomen 2012,1354320000,32,Janine di Giovanni,Janine di Giovanni: What I saw in the war,1,1358870640,Reporter,What I saw in the war,939074
818,1066,TEDxMidAtlantic,1351209600,28,Colin Powell,Colin Powell: Kids need structure,1,1358957905,Former U.S. Secretary of State,Kids need structure,1485801
73,701,TEDxBeaconStreet,1353110400,27,Steven Schwaitzberg,Steven Schwaitzberg: A universal translator for surgeons,1,1359043416,Surgeon and technologist,A universal translator for surgeons,497489
800,959,TEDxRainier,1352505600,40,Leslie Morgan Steiner,Leslie Morgan Steiner: Why domestic violence victims don't leave,1,1359129960,Writer,Why domestic violence victims don't leave,3846779
144,740,TEDSalon London Fall 2012,1352332800,24,Wingham Rowan,Wingham Rowan: A new kind of job market,1,1359389640,Policy entrepreneur,A new kind of job market,1058852
143,1008,TEDxBeaconStreet,1353110400,28,Mitch Resnick,Mitch Resnick: Let's teach kids to code,1,1359475302,Computer scientist,Let's teach kids to code,1725064
411,1098,TEDxWomen 2012,1354320000,34,iO Tillett Wright,iO Tillett Wright: Fifty shades of gay,1,1359562882,Photographer,Fifty shades of gay,2679698
103,526,TEDxSummit,1335052800,37,Fahad Al-Attiya,Fahad Al-Attiya: A country with no water,1,1359648137,Food security expert,A country with no water,1412688
229,208,SoulPancake,1358985600,0,Kid President,Kid President: I think we all need a pep talk,1,1359734822,Inspirer,I think we all need a pep talk,828203
93,588,TEDxWomen 2012,1354320000,28,Zahra' Langhi,Zahra' Langhi: Why Libya's revolution didn't work -- and what might,1,1359994841,Activist,Why Libya's revolution didn't work -- and what might,525297
312,680,TEDxBeaconStreet,1353110400,32,Tyler DeWitt,Tyler DeWitt: Hey science teachers -- make it fun,1,1360080167,Science enthusiast,Hey science teachers -- make it fun,1489438
249,482,TED2012,1330646400,36,Cesar Kuriyama,Cesar Kuriyama: One second every day,1,1360166902,Video maker,One second every day,1666552
210,186,TEDGlobal 2012,1340668800,41,Lee Cronin,Lee Cronin: Print your own medicine,1,1360252949,Chemist,Print your own medicine,987709
99,942,TEDxThessaloniki,1336780800,29,Edi Rama,Edi Rama: Take back your city with paint,1,1360339836,Politician,Take back your city with paint,595537
166,576,TEDxWomen 2012,1354320000,45,Shabana Basij-Rasikh,Shabana Basij-Rasikh: Dare to educate Afghan girls,1,1360598899,Educator,Dare to educate Afghan girls,932561
122,410,TEDxDelft,1349395200,32,Erik Schlangen,"Erik Schlangen: A ""self-healing"" asphalt",1,1360684618,Experimental micromechanics pioneer,"A ""self-healing"" asphalt",984382
301,850,TEDxZurich 2012,1351123200,31,James B. Glattfelder,James B. Glattfelder: Who controls the world?,1,1360771231,Complex systems theorist,Who controls the world?,2533881
473,1150,TEDSalon NY2013,1360540800,35,Esther Perel,Esther Perel: The secret to desire in a long-term relationship,1,1360858020,Relationship therapist,The secret to desire in a long-term relationship,10524043
158,1017,TEDxSeoul,1279929600,24,Young-ha Kim,"Young-ha Kim: Be an artist, right now!",1,1360943591,Writer,"Be an artist, right now!",1841716
206,895,TEDMED 2012,1334102400,32,Miguel Nicolelis,"Miguel Nicolelis: A monkey that controls a robot with its thoughts. No, really.",1,1361203863,Neuroscientist,"A monkey that controls a robot with its thoughts. No, really.",1229865
342,733,TEDGlobal 2012,1340409600,32,Keith Chen,Keith Chen: Could your language affect your ability to save money?,1,1361289732,Behavioral economist,Could your language affect your ability to save money?,1642461
162,1089,TEDxPortofSpain,1355270400,30,Afra Raymond,Afra Raymond: Three myths about corruption,1,1361375995,Transparency activist,Three myths about corruption,824898
145,1187,TEDGlobal 2012,1342224000,29,Andreas Schleicher,Andreas Schleicher: Use data to build better schools,1,1361460496,Education surveyor,Use data to build better schools,699088
137,955,TEDxCaltech,1358467200,26,Michael Dickinson,Michael Dickinson: How a fly flies,1,1361538468,Biologist,How a fly flies,1555722
117,1080,TEDSalon NY2013,1360540800,25,Bruce Feiler,Bruce Feiler: Agile programming -- for your family,1,1361808003,Writer,Agile programming -- for your family,1403668
129,189,TEDxConcorde,1358985600,44,Bruno Maisonnier,"Bruno Maisonnier: Dance, tiny robots!",1,1361910354,Roboticist,"Dance, tiny robots!",1193896
548,1351,TED2013,1361836800,43,Sugata Mitra,Sugata Mitra: Build a School in the Cloud,1,1362004680,Education researcher,Build a School in the Cloud,2895821
279,761,TED2013,1361836800,22,Jennifer Granholm,Jennifer Granholm: A clean energy proposal -- race to the top!,1,1362089201,Former governor of Michigan,A clean energy proposal -- race to the top!,745252
838,827,TED2013,1361923200,40,Amanda Palmer,Amanda Palmer: The art of asking,1,1362158807,"Musician, blogger",The art of asking,9006600
1586,1339,TED2013,1362009600,33,Allan Savory,Allan Savory: How to fight desertification and reverse climate change,1,1362412271,Grassland ecosystem pioneer,How to fight desertification and reverse climate change,4191678
205,518,TED2013,1361836800,29,Edith Widder,Edith Widder: How we found the giant squid,1,1362499002,Marine biologist,How we found the giant squid,3773245
1413,645,TED2013,1362009600,34,Ron Finley,Ron Finley: A guerilla gardener in South Central LA,1,1362586018,Gardener,A guerilla gardener in South Central LA,3005687
208,916,TEDxMidAtlantic,1351209600,35,Kakenya Ntaiya,Kakenya Ntaiya: A girl who demanded school,1,1362672147,Educator and activist,A girl who demanded school,2460131
720,723,TED2013,1362009600,34,Shane Koyczan,Shane Koyczan: To This Day ... for the bullied and beautiful,1,1362758503,Poet,To This Day ... for the bullied and beautiful,5316753
1451,1134,TED2013,1362096000,27,Dan Pallotta,Dan Pallotta: The way we think about charity is dead wrong,1,1363014731,"Author, speaker, reformer",The way we think about charity is dead wrong,4259204
212,925,TEDxCaltech,1358467200,26,David Anderson,David Anderson: Your brain is more than a bag of chemicals,1,1363100515,Neurobiologist,Your brain is more than a bag of chemicals,1342510
400,1104,TED2013,1361836800,25,Stewart Brand,Stewart Brand: The dawn of de-extinction. Are you ready?,1,1363187248,"Environmentalist, futurist",The dawn of de-extinction. Are you ready?,1939539
361,837,TED2013,1361836800,30,Bono,"Bono: The good news on poverty (Yes, there's good news)",1,1363265922,"Musician, activist","The good news on poverty (Yes, there's good news)",1648677
135,595,TEDGlobal 2012,1342051200,28,Catarina Mota,Catarina Mota: Play with smart materials,1,1363359960,Maker,Play with smart materials,1058569
172,751,TED2013,1361923200,25,Danny Hillis,Danny Hillis: The Internet could crash. We need a Plan B,1,1363611298,Computer theorist,The Internet could crash. We need a Plan B,1265177
417,1264,TED2013,1362009600,32,Elon Musk,"Elon Musk: The mind behind Tesla, SpaceX, SolarCity ...",1,1363705062,Serial entrepreneur,"The mind behind Tesla, SpaceX, SolarCity ...",4564213
902,735,TED2013,1362009600,41,Hyeonseo Lee,Hyeonseo Lee: My escape from North Korea,1,1363791588,Activist,My escape from North Korea,9551344
156,880,TEDMED 2012,1334188800,28,Francis Collins,Francis Collins: We need better drugs -- now,1,1363878093,"Geneticist, physician",We need better drugs -- now,796884
208,752,TED2013,1362096000,29,Eric Whitacre,Eric Whitacre: Virtual Choir Live,1,1363963799,"Composer, conductor",Virtual Choir Live,1005088
91,523,TED2013,1361750400,29,Jessica Green,Jessica Green: We're covered in germs. Let's design for that.,1,1364225632,Engineer and biodiversity scientist,We're covered in germs. Let's design for that.,955827
328,331,TED2013,1362009600,37,Mark Shaw,Mark Shaw: One very dry demo,1,1364310023,Macroencapsulator,One very dry demo,1539504
246,440,TED2013,1361923200,43,Richard Turere,Richard Turere: My invention that made peace with lions,1,1364392769,Inventor,My invention that made peace with lions,2025005
80,829,TEDxCaltech,1358467200,29,Colin Camerer,"Colin Camerer: When you're making a deal, what's going on in your brain?",1,1364482993,Behavioral economist,"When you're making a deal, what's going on in your brain?",1342712
183,388,TEDYouth 2012,1353110400,0,Katherine Kuchenbecker,Katherine Kuchenbecker: The technology of touch,1,1364569190,Mechanical engineer,The technology of touch,274986
140,712,TED2013,1362009600,31,Kees Moeliker,Kees Moeliker: How a dead duck changed my life,1,1364822486,Ornithologist,How a dead duck changed my life,1306390
307,260,TED2013,1361923200,39,Sanjay Dastoor,"Sanjay Dastoor: A skateboard, with a boost",1,1364915205,Roboticist,"A skateboard, with a boost",1683410
728,1099,TED2013,1361923200,26,Lawrence Lessig,"Lawrence Lessig: We the People, and the Republic we must reclaim",1,1364997280,Legal activist,"We the People, and the Republic we must reclaim",1443340
208,502,TED2013,1361750400,27,Skylar Tibbits,"Skylar Tibbits: The emergence of ""4D printing""",1,1365087381,Inventor,"The emergence of ""4D printing""",2449740
187,1072,TEDxSeattleU,1360454400,24,Ken Jennings,"Ken Jennings: Watson, Jeopardy and me, the obsolete know-it-all",1,1365175363,Know-it-all,"Watson, Jeopardy and me, the obsolete know-it-all",1135004
102,910,TED2013,1362009600,28,Freeman Hrabowski,Freeman Hrabowski: 4 pillars of college success in science,1,1365434089,Educator,4 pillars of college success in science,911601
183,350,TED2013,1361836800,35,Keller Rinaudo,Keller Rinaudo: A mini robot -- powered by your phone,1,1365519615,Robotics entrepreneur,A mini robot -- powered by your phone,1118006
347,1226,TEDxRiodelaPlata,1351036800,37,Dan Ariely,Dan Ariely: What makes us feel good about our work?,1,1365605999,Behavioral economist,What makes us feel good about our work?,5319077
129,959,TED@Intel,1364342400,21,Eric Dishman,Eric Dishman: Health care should be a team sport,1,1365692066,Social scientist,Health care should be a team sport,836699
210,754,TEDGlobal 2012,1340064000,28,Laura Snyder,Laura Snyder: The Philosophical Breakfast Club,1,1365778764,Science historian,The Philosophical Breakfast Club,1203901
167,841,TED2013,1361923200,31,Rose George,Rose George: Let's talk crap. Seriously.,1,1366038055,Curious journalist,Let's talk crap. Seriously.,1624716
264,783,TEDxCaltech,1358467200,31,Thomas Insel,Thomas Insel: Toward a new understanding of mental illness,1,1366125538,Neuroscientist and psychiatrist,Toward a new understanding of mental illness,1188149
225,1110,TED2013,1362096000,28,Joshua Prager,Joshua Prager: In search of the man who broke my neck,1,1366210858,Journalist,In search of the man who broke my neck,1341106
282,934,TEDxCaltech,1358467200,28,Andres Lozano,"Andres Lozano: Parkinson's, depression and the switch that might turn them off",1,1366297213,Neurosurgeon,"Parkinson's, depression and the switch that might turn them off",1303148
219,628,TED2013,1361923200,35,BLACK,BLACK: My journey to yo-yo mastery,1,1366383627,Yo-yo champion,My journey to yo-yo mastery,7373875
388,828,TED2013,1362009600,31,John McWhorter,John McWhorter: Txtng is killing language. JK!!!,1,1366642774,Linguist,Txtng is killing language. JK!!!,2162439
200,734,TED2013,1361836800,28,Robert Gordon,"Robert Gordon: The death of innovation, the end of growth",1,1366729178,Economist,"The death of innovation, the end of growth",1091988
235,716,TED2013,1361836800,27,Erik Brynjolfsson,Erik Brynjolfsson: The key to growth? Race with the machines,1,1366729421,Innovation researcher,The key to growth? Race with the machines,1200139
126,441,TED-Ed,1362009600,0,Michael Stevens,Michael Stevens: How much does a video weigh?,1,1366815569,YouTube educator,How much does a video weigh?,195899
159,540,TED@Intel,1365379200,32,Jennifer Healey,"Jennifer Healey: If cars could talk, accidents might be avoidable",1,1366901978,Research scientist,"If cars could talk, accidents might be avoidable",814568
323,344,TED2013,1361750400,44,David Pogue,David Pogue: 10 top time-saving tech tips,1,1366988837,Technology columnist,10 top time-saving tech tips,4843480
194,208,TED2013,1361836800,49,Nilofer Merchant,Nilofer Merchant: Got a meeting? Take a walk,1,1367247649,"Corporate director, author",Got a meeting? Take a walk,2735769
473,773,TED2013,1361923200,27,Taylor Wilson,Taylor Wilson: My radical plan for small nuclear fission reactors,1,1367334082,Nuclear scientist,My radical plan for small nuclear fission reactors,1546610
126,1013,TED2013,1361836800,30,Sebastião Salgado,Sebastião Salgado: The silent drama of photography,1,1367420289,Photojournalist,The silent drama of photography,1593382
146,357,TED2013,1361836800,39,Juan Enriquez,"Juan Enriquez: Your online life, permanent as a tattoo",1,1367506677,Futurist,"Your online life, permanent as a tattoo",1567528
632,468,TED Talks Education,1367884800,46,Rita Pierson,Rita Pierson: Every kid needs a champion,1,1367589737,Educator,Every kid needs a champion,7469445
148,945,TEDxMiamiUniversity,1347580800,21,Timothy Bartik,Timothy Bartik: The economic case for preschool,1,1367852855,Economist,The economic case for preschool,407419
440,370,TED2013,1361836800,51,ShaoLan,ShaoLan: Learn to read Chinese ... with ease!,1,1367939611,"Technologist, entrepreneur",Learn to read Chinese ... with ease!,3062980
405,624,TED Talks Education,1367884800,39,Bill Gates,Bill Gates: Teachers need real feedback,1,1368025280,Philanthropist,Teachers need real feedback,2206204
149,389,TED Talks Education,1366156800,39,Ramsey Musallam,Ramsey Musallam: 3 rules to spark learning,1,1368025434,Educator,3 rules to spark learning,2592925
120,483,TED Talks Education,1367884800,31,Pearl Arredondo,"Pearl Arredondo: My story, from gangland daughter to star teacher",1,1368025500,Teacher,"My story, from gangland daughter to star teacher",1059278
62,180,TED Talks Education,1367884800,33,Malcolm London,"Malcolm London: ""High School Training Ground""",1,1368025560,"Poet, performer, activist","""High School Training Ground""",1188177
321,1027,TED Talks Education,1367884800,30,Geoffrey Canada,Geoffrey Canada: Our failing schools. Enough is enough!,1,1368025681,Education reformer,Our failing schools. Enough is enough!,1786965
659,372,TED Talks Education,1365033600,49,Angela Lee Duckworth,Angela Lee Duckworth: Grit: The power of passion and perseverance,1,1368111588,Psychologist,Grit: The power of passion and perseverance,12039978
634,1151,TED Talks Education,1366675200,43,Ken Robinson,Ken Robinson: How to escape education's death valley,1,1368198532,Author/educator,How to escape education's death valley,6657858
937,889,TED2013,1362009600,34,Meg Jay,Meg Jay: Why 30 is not the new 20,1,1368457703,Clinical psychologist,Why 30 is not the new 20,8958850
128,480,TED@Intel,1365292800,30,Maria Bezaitis,Maria Bezaitis: Why we need strangeness,1,1368543603,Computer engineer,Why we need strangeness,1114173
97,466,TED2013,1362009600,23,Liu Bolin,Liu Bolin: The invisible man,1,1368629066,Artist,The invisible man,1304597
145,795,TEDSalon NY2013,1366761600,27,Jay Silver,"Jay Silver: Hack a banana, make a keyboard!",1,1368716779,Inventor,"Hack a banana, make a keyboard!",1319453
339,435,TED2013,1361923200,38,Sergey Brin,Sergey Brin: Why Google Glass?,1,1368803009,"Computer scientist, entrepreneur and philanthropist",Why Google Glass?,2026001
475,1039,TED2013,1362096000,33,Peter Singer,Peter Singer: The why and how of effective altruism,1,1369063400,"Philosopher, ethicist",The why and how of effective altruism,1533054
172,601,TED2013,1361836800,31,Phil Hansen,Phil Hansen: Embrace the shake,1,1369148412,Multimedia artist,Embrace the shake,2155416
239,363,TED2013,1361923200,34,Judy MacDonald Johnston,Judy MacDonald Johnston: Prepare for a good end of life,1,1369234714,Entrepreneur,Prepare for a good end of life,1467971
180,791,TED2013,1361923200,30,Alastair Parvin,Alastair Parvin: Architecture for the people by the people,1,1369321231,Designer,Architecture for the people by the people,1422767
276,761,TED2013,1361923200,35,Ji-Hae Park,"Ji-Hae Park: The violin, and my dark night of the soul",1,1369407520,Violinist,"The violin, and my dark night of the soul",2715019
118,1122,TEDSalon NY2013,1368662400,22,Paola Antonelli,Paola Antonelli: Why I brought Pac-Man to MoMA,1,1369753214,Design curator,Why I brought Pac-Man to MoMA,934335
921,1060,TEDxFiDiWomen,1354233600,27,Jackson Katz,Jackson Katz: Violence against women -- it's a men's issue,1,1369841468,Anti-sexism educator,Violence against women -- it's a men's issue,1625776
146,622,TEDxDeExtinction,1363305600,30,Hendrik Poinar,Hendrik Poinar: Bring back the woolly mammoth!,1,1369926461,Evolutionary geneticist,Bring back the woolly mammoth!,948509
404,376,TED2013,1362009600,48,Lisa Bu,Lisa Bu: How books can open your mind,1,1370012957,Passionate reader,How books can open your mind,3158067
489,1407,TEDMED 2013,1366761600,33,Andrew Solomon,"Andrew Solomon: Love, no matter what",1,1370272219,Writer,"Love, no matter what",4032150
127,491,TED2013,1362009600,35,Alex Laskey,Alex Laskey: How behavioral science can lower your energy bill,1,1370358008,Energy software maker,How behavioral science can lower your energy bill,1089949
149,766,TED2013,1362009600,23,Anas Aremeyaw Anas,"Anas Aremeyaw Anas: How I named, shamed and jailed",1,1370444552,Undercover journalist,"How I named, shamed and jailed",1421509
103,878,TED2013,1361923200,26,Denise Herzing,Denise Herzing: Could we speak the language of dolphins?,1,1370531595,Dolphin researcher,Could we speak the language of dolphins?,1164684
110,655,TED2013,1361923200,30,Martin Villeneuve,Martin Villeneuve: How I made an impossible film,1,1370617156,"Graphic artist, director",How I made an impossible film,948840
354,855,TED2013,1362009600,31,Andrew McAfee,Andrew McAfee: What will future jobs look like?,1,1370881313,Management theorist,What will future jobs look like?,2102608
309,968,TEDGlobal 2013,1370822400,32,Raffaello D'Andrea,Raffaello D'Andrea: The astounding athletic power of quadcopters,1,1370979845,Autonomous systems pioneer,The astounding athletic power of quadcopters,10281817
280,1206,TEDGlobal 2013,1370908800,28,George Papandreou,George Papandreou: Imagine a European democracy without borders,1,1371024976,Former Prime Minister of Greece,Imagine a European democracy without borders,741720
154,800,TEDGlobal 2013,1370908800,27,Daniel Suarez,Daniel Suarez: The kill decision shouldn't belong to a robot,1,1371120496,Sci-fi author,The kill decision shouldn't belong to a robot,1908577
339,856,TEDGlobal 2013,1370908800,33,Manal al-Sharif,Manal al-Sharif: A Saudi woman who dared to drive,1,1371205341,Women’s rights activist,A Saudi woman who dared to drive,1492163
161,1021,TEDGlobal 2013,1370908800,22,Didier Sornette,Didier Sornette: How we can predict the next financial crisis,1,1371481036,Risk economist,How we can predict the next financial crisis,1361404
114,573,TEDGlobal 2013,1370908800,30,Juliana Rotich,"Juliana Rotich: Meet BRCK, Internet access built for Africa",1,1371567734,Tech entrepreneur,"Meet BRCK, Internet access built for Africa",630822
311,1283,TEDGlobal 2013,1371081600,34,Joseph Kim,Joseph Kim: The family I lost in North Korea. And the family I gained.,1,1371654578,North Korean refugee,The family I lost in North Korea. And the family I gained.,2140135
108,1059,TEDxSydney,1367625600,25,Paul Pholeros,Paul Pholeros: How to reduce poverty? Fix homes,1,1371740469,Architect,How to reduce poverty? Fix homes,1330614
139,206,TED2013,1362009600,48,Camille Seaman,Camille Seaman: Photos from a storm chaser,1,1371826747,Photographer,Photos from a storm chaser,1608679
441,825,TEDGlobal 2013,1370995200,33,Lesley Hazleton,Lesley Hazleton: The doubt essential to faith,1,1372087795,"Writer, psychologist",The doubt essential to faith,1361374
1000,958,TEDMED 2013,1365120000,37,Peter Attia,Peter Attia: Is the obesity crisis hiding a bigger problem?,1,1372172562,Surgeon,Is the obesity crisis hiding a bigger problem?,2459753
63,1259,TEDSalon NY2013,1368662400,25,Bob Mankoff,Bob Mankoff: Anatomy of a New Yorker cartoon,1,1372258804,Cartoon editor,Anatomy of a New Yorker cartoon,1168185
109,1056,TEDxDeExtinction,1363305600,21,Michael Archer,"Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger",1,1372345259,Paleontologist,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",554360
223,596,TED2013,1361836800,27,Rodney Brooks,Rodney Brooks: Why we will rely on robots,1,1372431668,Roboticist,Why we will rely on robots,1351691
1640,1237,TEDGlobal 2013,1370995200,30,Eric X. Li,Eric X. Li: A tale of two political systems,1,1372692970,Investor and political scientist,A tale of two political systems,2449736
85,978,TEDxAustin,1360368000,28,Joel Selanikio,Joel Selanikio: The big-data revolution in healthcare,1,1372777274,Health and technology activist,The big-data revolution in healthcare,687669
206,307,TED2013,1361923200,36,Jinha Lee,Jinha Lee: Reach into the computer and grab a pixel,1,1372863675,"Interface designer, engineer",Reach into the computer and grab a pixel,1772635
129,527,TED2013,1361836800,32,Sleepy Man Banjo Boys,Sleepy Man Banjo Boys: Bluegrass virtuosity from ... New Jersey?,1,1373036244,Bluegrass musicians,Bluegrass virtuosity from ... New Jersey?,5199008
258,867,TEDGlobal 2013,1371168000,34,Charmian Gooch,Charmian Gooch: Meet global corruption's hidden players,1,1373296344,Anti-corruption activist,Meet global corruption's hidden players,1570996
308,742,TED2013,1361923200,31,Michael Green,Michael Green: Why we should build wooden skyscrapers,1,1373382070,Architect,Why we should build wooden skyscrapers,1207550
130,1201,TED2013,1362009600,20,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",The interspecies internet? An idea in progress,4,1373468405,Cognitive psychologist,The interspecies internet? An idea in progress,717979
269,649,TED2013,1361923200,31,Jack Andraka,Jack Andraka: A promising test for pancreatic cancer ... from a teenager,1,1373555170,Cancer detector inventor,A promising test for pancreatic cancer ... from a teenager,4538435
230,501,TED2012,1330646400,29,Al Vernacchio,Al Vernacchio: Sex needs a new metaphor. Here's one ...,1,1373641277,Sexuality educator,Sex needs a new metaphor. Here's one ...,1836106
186,888,TEDGlobal 2013,1370995200,28,Bernie Krause,Bernie Krause: The voice of the natural world,1,1373900562,Natural sounds expert,The voice of the natural world,1022050
